"id","location_id","code","description","node_ids","ordinance_document_id","document_node_ids"
9521,360,"DTC","Downtown Commercial","{}",17796,"{""17796"": []}"
9522,357,"IN-1","Light Industrial","{}",17795,"{""17795"": []}"
9523,362,"AG","Agricultural District","{}",17799,"{""17799"": []}"
9524,356,"ZLL","Zero Lot Line","{}",17793,"{""17793"": []}"
9525,363,"MH-2","Manufactured Home District-2","{}",17800,"{""17800"": []}"
9526,357,"IN-2","Heavy Industrial","{}",17795,"{""17795"": []}"
9527,360,"C","Civic District","{}",17796,"{""17796"": []}"
9528,362,"TNMR","Traditional Neighborhood Mixed Residential District","{}",17799,"{""17799"": []}"
9529,356,"DX","Duplex","{}",17793,"{""17793"": []}"
9530,363,"GB","General Business District","{}",17800,"{""17800"": []}"
9531,357,"NB","Neighborhood Business","{}",17795,"{""17795"": []}"
9532,360,"CC","Commercial Corridor","{}",17796,"{""17796"": []}"
9533,362,"CB","Central Business","{}",17799,"{""17799"": []}"
9534,356,"SFA","Single Family Attached","{}",17793,"{""17793"": []}"
9535,363,"HI","Heavy Industrial District","{}",17800,"{""17800"": []}"
9536,357,"DB","Downtown Business","{}",17795,"{""17795"": []}"
9537,360,"I","Industrial District","{}",17796,"{""17796"": []}"
9538,362,"GR","General Retail","{}",17799,"{""17799"": []}"
9539,356,"CC","Community Commercial","{}",17793,"{""17793"": []}"
9540,363,"SD","Suburban District","{}",17800,"{""17800"": []}"
9541,357,"PUD","Planned Unit Development","{}",17795,"{""17795"": []}"
9542,360,"PD","Planned Development","{}",17796,"{""17796"": []}"
9543,363,"BR","One-Family Reduced District","{}",17800,"{""17800"": []}"
9544,362,"LC","Light Commercial","{}",17799,"{""17799"": []}"
9545,356,"CF","Community Facility District","{}",17793,"{""17793"": []}"
9546,360,"SUP","Specific Use Permit","{}",17796,"{""17796"": []}"
9547,357,"R-10","Single Family Residential","{}",17795,"{""17795"": []}"
9548,362,"MU","Mixed Use","{}",17799,"{""17799"": []}"
9549,356,"HI","Heavy Industrial","{}",17793,"{""17793"": []}"
9550,363,"E","Heavy Industrial","{}",17800,"{""17800"": []}"
9551,360,"CBD","Central business district","{}",17796,"{""17796"": []}"
9552,357,"R-9","Single Family Residential","{}",17795,"{""17795"": []}"
9553,363,"G","Commerce District","{}",17800,"{""17800"": []}"
9554,362,"SS","Service Station","{}",17799,"{""17799"": []}"
9555,356,"NMU","Neighborhood Mixed-Use","{}",17793,"{""17793"": []}"
9556,360,"ETJ","Extraterritorial Jurisdiction","{}",17796,"{""17796"": []}"
9557,357,"R-7.5","Single Family Residential","{}",17795,"{""17795"": []}"
9558,363,"H","Industrial District","{}",17800,"{""17800"": []}"
9559,362,"CV","Civic","{}",17799,"{""17799"": []}"
9560,356,"RBA","Residential Business","{}",17793,"{""17793"": []}"
9561,357,"R-7","Single Family Residential","{}",17795,"{""17795"": []}"
9562,360,"BPS","Builder Program Signs","{}",17796,"{""17796"": []}"
9563,356,"RD","Single Family","{}",17793,"{""17793"": []}"
9564,362,"ML","Mesquite Landmarks","{}",17799,"{""17799"": []}"
9565,363,"NAS","Overlay District","{}",17800,"{""17800"": []}"
9566,360,"B","Single-Family Residences","{}",17796,"{""17796"": []}"
9567,358,"OS","Open Space","{}",17794,"{""17794"": []}"
9568,357,"R-MF","Multi-Family Residential","{}",17795,"{""17795"": []}"
9569,362,"H-POD","Historic Preservation Overlay District","{}",17799,"{""17799"": []}"
9570,356,"RM-1","Multiple Family","{}",17793,"{""17793"": []}"
9571,363,"AG","Agricultural","{}",17800,"{""17800"": []}"
9572,360,"D","Apartment House","{}",17796,"{""17796"": []}"
9573,358,"R1-43","Single-Family Residential","{}",17794,"{""17794"": []}"
9574,357,"R-MFA","Alternate Multi-Family Residential","{}",17795,"{""17795"": []}"
9575,359,"R","Retail District","{}",17798,"{""17798"": []}"
9576,356,"RM-2","Multiple Family","{}",17793,"{""17793"": []}"
9577,363,"A-1","Single-Family Residential","{}",17800,"{""17800"": []}"
9578,362,"H-PC","Hotel-Private Club Overlay District","{}",17799,"{""17799"": []}"
9579,360,"E","Secondary Business District","{}",17796,"{""17796"": []}"
9580,358,"R1-9","Single-Family Residential","{}",17794,"{""17794"": []}"
9581,357,"C-O","Commercial Office","{}",17795,"{""17795"": []}"
9582,359,"O-A","Office and Apartments","{}",17798,"{""17798"": []}"
9583,356,"B-1","Neighborhood Business","{}",17793,"{""17793"": []}"
9584,362,"MA/RE","Mesquite Arena-Rodeo Entertainment Overlay District","{}",17799,"{""17799"": []}"
9585,363,"A-2","Single-Family Residential","{}",17800,"{""17800"": []}"
9586,358,"R1-6","Single-Family Residential","{}",17794,"{""17794"": []}"
9587,360,"F","Mid-Island Ridge","{}",17796,"{""17796"": []}"
9588,357,"E-I","Educational Institutional","{}",17795,"{""17795"": []}"
9589,359,"B-G","General Business","{}",17798,"{""17798"": []}"
9590,356,"RM-3","Multiple Family","{}",17793,"{""17793"": []}"
9591,362,"TERRA","Town East Retail and Restaurant Area Overlay District","{}",17799,"{""17799"": []}"
9592,363,"M-1","Two-Family Residential","{}",17800,"{""17800"": []}"
9593,358,"MHS","Manufactured Home Subdivision","{}",17794,"{""17794"": []}"
9594,360,"G","Light Industrial","{}",17796,"{""17796"": []}"
9595,357,"C-G","Commercial General","{}",17795,"{""17795"": []}"
9596,359,"B-D","Distributive Business","{}",17798,"{""17798"": []}"
9597,356,"CA","Causeway","{}",17793,"{""17793"": []}"
9598,363,"M-2","Multi-Family Residential","{}",17800,"{""17800"": []}"
9599,362,"MP-SC","Military Parkway-Scyene Corridor Overlay District","{}",17799,"{""17799"": []}"
9600,358,"RV","Recreational Vehicle","{}",17794,"{""17794"": []}"
9601,360,"H","Heavy Industrial","{}",17796,"{""17796"": []}"
9602,357,"PD-R","Planned Development Residential","{}",17795,"{""17795"": []}"
9603,359,"B-P","Planned Business","{}",17798,"{""17798"": []}"
9604,362,"SLH","Skyline Logistics Hub Overlay District","{}",17799,"{""17799"": []}"
9605,356,"G","Gateway","{}",17793,"{""17793"": []}"
9606,363,"MH","Manufactured Housing","{}",17800,"{""17800"": []}"
9607,358,"PM-RH","Park Model Recreational Home District","{}",17794,"{""17794"": []}"
9608,360,"R1A","Single Family Dwellings","{}",17796,"{""17796"": []}"
9609,357,"A-U","Agricultural Urban","{}",17795,"{""17795"": []}"
9610,359,"I-G","General Industrial","{}",17798,"{""17798"": []}"
9611,362,"SF","Sherwood Forest Overlay District","{}",17799,"{""17799"": []}"
9612,356,"RS-1","Residential Estate District","{}",17793,"{""17793"": []}"
9613,363,"D","Light Industrial","{}",17800,"{""17800"": []}"
9614,360,"R1B","Single Family Dwellings","{}",17796,"{""17796"": []}"
9615,358,"R-2","Two Family Residential","{}",17794,"{""17794"": []}"
9616,359,"I","Industrial","{}",17798,"{""17798"": []}"
9617,357,"LI","Light Industrial","{}",17795,"{""17795"": []}"
9618,362,"THN","Truman Heights Neighborhood District","{}",17799,"{""17799"": []}"
9619,356,"RS-2","Residential Semiestate District","{}",17793,"{""17793"": []}"
9620,363,"SF6","Single Family District 6","{}",17800,"{""17800"": []}"
9621,360,"R2","Two Family Dwellings","{}",17796,"{""17796"": []}"
9622,358,"TR","Transitional Residential","{}",17794,"{""17794"": []}"
9623,359,"PUD-CZD","Planned Unit Development-Conditional Zoning","{}",17798,"{""17798"": []}"
9624,357,"PRS","Preservation","{}",17795,"{""17795"": []}"
9625,362,"NGTC","North Gus Thomasson Corridor District","{}",17799,"{""17799"": []}"
9626,356,"RS-3","Residential Single-Family District","{}",17793,"{""17793"": []}"
9627,363,"R-1A","Residential District 1A","{}",17800,"{""17800"": []}"
9628,360,"R-3","Moderate Density Residential District","{}",17796,"{""17796"": []}"
9629,358,"N-S","Neighborhood Office/Service District","{}",17794,"{""17794"": []}"
9630,359,"CZD","Conditional Zoning District","{}",17798,"{""17798"": []}"
9631,357,"P/QP","Public Quasi-Public","{}",17795,"{""17795"": []}"
9632,356,"RS-4","Residential Single-Family District","{}",17793,"{""17793"": []}"
9633,363,"R","Residential","{}",17800,"{""17800"": []}"
9634,362,"K20","Kaufman-Interstate 20 District","{}",17799,"{""17799"": []}"
9635,358,"C-2","General Commercial","{}",17794,"{""17794"": []}"
9636,360,"R-4","High Density Residential District","{}",17796,"{""17796"": []}"
9637,359,"MH","HUD-Code Manufactured Housing District","{}",17798,"{""17798"": []}"
9638,357,"PROF","Planned Research Office Facilities","{}",17795,"{""17795"": []}"
9639,362,"SF-20-E","Single-Family Estate Residential","{}",17799,"{""17799"": []}"
9640,356,"RS-5","Residential Zero Lot Line District","{}",17793,"{""17793"": []}"
9641,363,"DC","Downtown","{}",17800,"{""17800"": []}"
9642,360,"R5C","Oil Field-Combination","{}",17796,"{""17796"": []}"
9643,358,"C-3","General Commercial","{}",17794,"{""17794"": []}"
9644,359,"DO-A","Downtown A","{}",17798,"{""17798"": []}"
9645,357,"E-1","Blind Pass Area","{}",17795,"{""17795"": []}"
9646,362,"SF-9","Single Family Residential 9","{}",17799,"{""17799"": []}"
9647,356,"RD-1","Residential Duplex District","{}",17793,"{""17793"": []}"
9648,363,"M","Mixed-Use","{}",17800,"{""17800"": []}"
9649,358,"M-1","Light Industrial","{}",17794,"{""17794"": []}"
9650,360,"C1","Commercial","{}",17796,"{""17796"": []}"
9651,359,"DO-B","Downtown B","{}",17798,"{""17798"": []}"
9652,357,"E-2","Gulf Beach Ridge","{}",17795,"{""17795"": []}"
9653,356,"RD-2","Residential Duplex District","{}",17793,"{""17793"": []}"
9654,362,"SF-6","Single Family Residential 6","{}",17799,"{""17799"": []}"
9655,363,"AO","Airport Overlay","{}",17800,"{""17800"": []}"
9656,358,"M-2","Heavy Industrial","{}",17794,"{""17794"": []}"
9657,360,"C2","Commercial","{}",17796,"{""17796"": []}"
9658,359,"O-A(CD)","Conditional Zoning District","{}",17798,"{""17798"": []}"
9659,357,"D-1","Lowland Wetlands","{}",17795,"{""17795"": []}"
9660,362,"O","Office","{}",17799,"{""17799"": []}"
9661,356,"RM-15","Residential Multifamily District","{}",17793,"{""17793"": []}"
9662,363,"PRES","Preservation","{}",17800,"{""17800"": []}"
9663,358,"BIZ","Bonus Intensity Zone","{}",17794,"{""17794"": []}"
9664,360,"M","Industrial park district","{}",17796,"{""17796"": []}"
9665,359,"PUD-CZ","Planned Unit Development Conditional Zoning","{}",17798,"{""17798"": []}"
9666,357,"D-2","Upland Wetlands","{}",17795,"{""17795"": []}"
9667,362,"OT and MU","Old Town and Mixed-Use","{}",17799,"{""17799"": []}"
9668,356,"RM-20","Residential Multifamily District","{}",17793,"{""17793"": []}"
9669,363,"IC","Industrial District","{}",17800,"{""17800"": []}"
9670,360,"R-1","Single-Family Residential District","{}",17796,"{""17796"": []}"
9671,358,"PAD","Planned Area Development","{}",17794,"{""17794"": []}"
9672,359,"PD","Planned Development District","{}",17798,"{""17798"": []}"
9673,357,"TCG","Town Center General Commercial","{}",17795,"{""17795"": []}"
9674,363,"RSE","Residential Single-Family - Estate","{}",17800,"{""17800"": []}"
9675,362,"CUP","Conditional Use Permit","{}",17799,"{""17799"": []}"
9676,356,"C-3","Intensive Commercial District","{}",17793,"{""17793"": []}"
9677,360,"R-2","Duplex Residential District","{}",17796,"{""17796"": []}"
9678,358,"DMP","Development Master Plan","{}",17794,"{""17794"": []}"
9679,359,"R-1","Residential Single Family","{}",17798,"{""17798"": []}"
9680,357,"TCL","Town Center Limited Commercial","{}",17795,"{""17795"": []}"
9681,363,"RS-5","Residential Single-Family - 5","{}",17800,"{""17800"": []}"
9682,362,"NR","Neighborhood Retail","{}",17799,"{""17799"": []}"
9683,356,"C-4","Commercial Recreational District","{}",17793,"{""17793"": []}"
9684,358,"R1-MH","Manufactured Home Overlay District","{}",17794,"{""17794"": []}"
9685,360,"R-5","Single-Family Dwelling District","{}",17796,"{""17796"": []}"
9686,357,"R-3-1","Multiple-family district","{}",17795,"{""17795"": []}"
9687,359,"R-2A","Garden Home Residential District-A","{}",17798,"{""17798"": []}"
9688,363,"RS-6","Residential Single-Family - 6","{}",17800,"{""17800"": []}"
9689,362,"SF-20","Single Family Residential 20","{}",17799,"{""17799"": []}"
9690,356,"I","Light Industrial District","{}",17793,"{""17793"": []}"
9691,358,"HP","Historic Preservation Overlay District","{}",17794,"{""17794"": []}"
9692,360,"B-1","Commercial Neighborhood Business District","{}",17796,"{""17796"": []}"
9693,357,"R-3-2","Multiple-family district","{}",17795,"{""17795"": []}"
9694,359,"R-2B","Garden Home Residential District-B","{}",17798,"{""17798"": []}"
9695,361,"AG","Agricultural Homesites","{}",17797,"{""17797"": []}"
9696,363,"RS-7","Residential Single-Family - 7","{}",17800,"{""17800"": []}"
9697,362,"PD-SFA","Planned Development Single Family Attached","{}",17799,"{""17799"": []}"
9698,356,"R-1A","Single-Family Residential","{}",17793,"{""17793"": []}"
9699,360,"B-2","Commercial Liberal Business District","{}",17796,"{""17796"": []}"
9700,358,"RL-43","Rural Zoning District","{}",17794,"{""17794"": []}"
9701,359,"R-2C","Garden Home Residential District-C","{}",17798,"{""17798"": []}"
9702,357,"R-3-3","Multiple-family district","{}",17795,"{""17795"": []}"
9703,361,"PNR","Parks and Recreation District","{}",17797,"{""17797"": []}"
9704,363,"RSD","Residential Single-Family - Duplex","{}",17800,"{""17800"": []}"
9705,362,"OT","Other","{}",17799,"{""17799"": []}"
9706,356,"R-1B","Single-Family Residential","{}",17793,"{""17793"": []}"
9707,358,"R2","Two-Family Residential","{}",17794,"{""17794"": []}"
9708,360,"M-1","Industrial District","{}",17796,"{""17796"": []}"
9709,359,"R-3","Single-Family Residential 3","{}",17798,"{""17798"": []}"
9710,357,"R-3-4","Multiple-family district","{}",17795,"{""17795"": []}"
9711,361,"SFR","Single Family Residential District","{}",17797,"{""17797"": []}"
9712,363,"RM-12","Residential Multifamily - 12","{}",17800,"{""17800"": []}"
9713,362,"OT-1","Old Town Single-Family Residential District","{}",17799,"{""17799"": []}"
9714,356,"R-1C","Single-Family Residential","{}",17793,"{""17793"": []}"
9715,358,"NS","Neighborhood Services","{}",17794,"{""17794"": []}"
9716,360,"M-2","Industrial District","{}",17796,"{""17796"": []}"
9717,359,"R-4","Single-Family Residential 4","{}",17798,"{""17798"": []}"
9718,357,"R-3-5","Multiple-family district","{}",17795,"{""17795"": []}"
9719,361,"MFR","Multi-Family Residential District","{}",17797,"{""17797"": []}"
9720,363,"RM-16","Residential Multifamily - 16","{}",17800,"{""17800"": []}"
9721,362,"OT-2","Old Town Single-Family Residential and Retail Mixed-Use District","{}",17799,"{""17799"": []}"
9722,356,"R-1D","Single-Family Residential","{}",17793,"{""17793"": []}"
9723,358,"AG","Agricultural","{}",17794,"{""17794"": []}"
9724,360,"M-3","Industrial District","{}",17796,"{""17796"": []}"
9725,359,"R-5","Single-Family Residential District (5,000 sq. ft. lots)","{}",17798,"{""17798"": []}"
9726,357,"R-3-D","Multifamily district","{}",17795,"{""17795"": []}"
9727,361,"R/MST","Residential/Main Street Transitional District","{}",17797,"{""17797"": []}"
9728,363,"NC","Neighborhood Commercial","{}",17800,"{""17800"": []}"
9729,362,"OT-3","Old Town TownCenter District","{}",17799,"{""17799"": []}"
9730,356,"R-3A","Multiple-Family Low Density","{}",17793,"{""17793"": []}"
9731,358,"RPD","Rural Preservation District","{}",17794,"{""17794"": []}"
9732,360,"PD-1","Plaza District","{}",17796,"{""17796"": []}"
9733,359,"R-6","Single-Family Residential District (5,000 sq. ft. lots)","{}",17798,"{""17798"": []}"
9734,357,"REC","Recreation District","{}",17795,"{""17795"": []}"
9735,361,"C/MST","Commercial/Main Street Transitional District","{}",17797,"{""17797"": []}"
9736,363,"CG","Commercial General","{}",17800,"{""17800"": []}"
9737,362,"OT-4","Old Town Mixed-Use District","{}",17799,"{""17799"": []}"
9738,356,"R-3B","Multiple-Family Low-Medium Density","{}",17793,"{""17793"": []}"
9739,360,"RC-1","Robinson Commercial District","{}",17796,"{""17796"": []}"
9740,358,"RS-40","Residential Single-Family District","{}",17794,"{""17794"": []}"
9741,359,"B-1","Limited Business District","{}",17798,"{""17798"": []}"
9742,357,"RO","Residential office district","{}",17795,"{""17795"": []}"
9743,361,"MSP","Main Street Periphery District","{}",17797,"{""17797"": []}"
9744,362,"NV","Neighborhood Village District","{}",17799,"{""17799"": []}"
9745,363,"CI","Commercial Intensive","{}",17800,"{""17800"": []}"
9746,356,"R-3C","Multiple-Family Medium Density","{}",17793,"{""17793"": []}"
9747,358,"RS-30","Residential Single-Family District","{}",17794,"{""17794"": []}"
9748,359,"B-2","General Business District","{}",17798,"{""17798"": []}"
9749,360,"AO","Area of Shallow Flooding","{}",17796,"{""17796"": []}"
9750,357,"R-Z","Residential zero lot line district","{}",17795,"{""17795"": []}"
9751,361,"MS","Main Street District","{}",17797,"{""17797"": []}"
9752,362,"UV","Urban Village District","{}",17799,"{""17799"": []}"
9753,363,"IL","Industrial Light","{}",17800,"{""17800"": []}"
9754,356,"R-TH","Townhouse","{}",17793,"{""17793"": []}"
9755,358,"TC-R","Town Core-Residential District","{}",17794,"{""17794"": []}"
9756,360,"AH","Area of Shallow Flooding","{}",17796,"{""17796"": []}"
9757,359,"B-3","Intensive Business District","{}",17798,"{""17798"": []}"
9758,357,"CR","Commercial-residential district","{}",17795,"{""17795"": []}"
9759,361,"CIV","Civic District","{}",17797,"{""17797"": []}"
9760,362,"C-0","Retail Commercial","{}",17799,"{""17799"": []}"
9761,356,"B-2","Central Business","{}",17793,"{""17793"": []}"
9762,363,"IH","Industrial Heavy","{}",17800,"{""17800"": []}"
9763,358,"LO","Limited Office District","{}",17794,"{""17794"": []}"
9764,359,"I-1","Industrial - Low Impact","{}",17798,"{""17798"": []}"
9765,360,"AG","Agricultural District","{}",17796,"{""17796"": []}"
9766,357,"CMRU","Commercial Residential Mixed Use District","{}",17795,"{""17795"": []}"
9767,361,"C","Commercial District","{}",17797,"{""17797"": []}"
9768,362,"EC-1","Employment Center Commercial","{}",17799,"{""17799"": []}"
9769,363,"CON","Conservation Lands","{}",17800,"{""17800"": []}"
9770,356,"B-3","Arterial Business","{}",17793,"{""17793"": []}"
9771,359,"I-2","Industrial - High Impact","{}",17798,"{""17798"": []}"
9772,358,"GO-M","General Office Moderate Intensity","{}",17794,"{""17794"": []}"
9773,360,"MR","Mixed Residential District","{}",17796,"{""17796"": []}"
9774,357,"OPS","Office and professional services district","{}",17795,"{""17795"": []}"
9775,361,"BD","Bypass District","{}",17797,"{""17797"": []}"
9776,362,"EC-2","Employment Center Office and Service","{}",17799,"{""17799"": []}"
9777,356,"P-1","Public Property","{}",17793,"{""17793"": []}"
9778,363,"REC","Recreation","{2524}",17800,"{""17800"": [2524]}"
9779,359,"HNIZ","Historic Neighborhood Improvement Zone","{}",17798,"{""17798"": []}"
9780,358,"NB","Neighborhood Business District","{}",17794,"{""17794"": []}"
9781,360,"OC","Office Commercial District","{}",17796,"{""17796"": []}"
9782,357,"NBD","Neighborhood Business District","{}",17795,"{""17795"": []}"
9783,361,"IND","Industrial District","{}",17797,"{""17797"": []}"
9784,362,"EC-3","Employment Center Residential","{}",17799,"{""17799"": []}"
9785,356,"MUB","Mixed Use Business","{}",17793,"{""17793"": []}"
9786,363,"EFC","Edison-Ford Cultural","{}",17800,"{""17800"": []}"
9787,359,"NEZ","Neighborhood Empowerment Zone","{}",17798,"{""17798"": []}"
9788,358,"LB","Limited Business District","{}",17794,"{""17794"": []}"
9789,360,"GC","General Commercial","{}",17796,"{""17796"": []}"
9790,357,"C-4","Commercial district","{}",17795,"{""17795"": []}"
9791,361,"PUD","Planned Unit Development","{}",17797,"{""17797"": []}"
9792,362,"CCOD","Commercial Corridor Overlay District","{}",17799,"{""17799"": []}"
9793,356,"NBD","Neighborhood Business District","{}",17793,"{""17793"": []}"
9794,363,"U-GEN","Urban General","{}",17800,"{""17800"": []}"
9795,359,"A","Agriculture","{}",17798,"{""17798"": []}"
9796,358,"GB","General Business District","{}",17794,"{""17794"": []}"
9797,360,"CP","Civic-Public District","{}",17796,"{""17796"": []}"
9798,357,"GUD","Government use district","{}",17795,"{""17795"": []}"
9799,361,"TND","Traditional Neighborhood Development Overlay District","{}",17797,"{""17797"": []}"
9800,362,"FOD","Floodplain Overlay District","{}",17799,"{""17799"": []}"
9801,356,"CBD","Central Business District","{}",17793,"{""17793"": []}"
9802,363,"U-CTR","Urban Center","{}",17800,"{""17800"": []}"
9803,359,"SF-ED","Single-Family Residential Estate District","{}",17798,"{""17798"": []}"
9804,358,"SC","Shopping Center District","{}",17794,"{""17794"": []}"
9805,360,"DT","Downtown District","{}",17796,"{""17796"": []}"
9806,357,"K","Kennel district","{}",17795,"{""17795"": []}"
9807,361,"CDO","Cluster Development Overlay District","{}",17797,"{""17797"": []}"
9808,362,"SF-1","Single-Family Residential-1","{}",17799,"{""17799"": []}"
9809,356,"NW-36","Northwest 36th Street District","{}",17793,"{""17793"": []}"
9810,363,"U-CORE","Urban Core","{}",17800,"{""17800"": []}"
9811,359,"SF-18","Single-Family Residential District","{}",17798,"{""17798"": []}"
9812,358,"PI","Public and Institutional District","{}",17794,"{""17794"": []}"
9813,360,"MU","Mixed-Use","{}",17796,"{""17796"": []}"
9814,357,"ASD","Automobile sales district","{}",17795,"{""17795"": []}"
9815,361,"SCO","Scenic Corridor Overlay District","{}",17797,"{""17797"": []}"
9816,356,"ABRA","Abraham Tract District","{}",17793,"{""17793"": []}"
9817,362,"SF-2","Single-Family Residential-2","{}",17799,"{""17799"": []}"
9818,363,"DIST","District","{991,1577,3844,4018,4041,4155,4241}",17800,"{""17800"": [991, 1577, 3844, 4018, 4041, 4155, 4241]}"
9819,358,"PD-R","Planned Unit Development, Residential","{}",17794,"{""17794"": []}"
9820,359,"SF-12","Single-Family Residential District","{}",17798,"{""17798"": []}"
9821,360,"SF-1","Single-Family Suburban","{}",17796,"{""17796"": []}"
9822,357,"HDUC","Hialeah Downtown Urban Center District","{}",17795,"{""17795"": []}"
9823,361,"CO","Campus Overlay District","{}",17797,"{""17797"": []}"
9824,356,"AIRG","Airport Golf District","{}",17793,"{""17793"": []}"
9825,362,"SF-3","Single-Family Residential-3","{}",17799,"{""17799"": []}"
9826,363,"CIVIC","Civic","{}",17800,"{""17800"": []}"
9827,358,"PD-M","Planned Unit Development, Mixed","{}",17794,"{""17794"": []}"
9828,359,"SF-9","Single-Family Residential District","{}",17798,"{""17798"": []}"
9829,360,"SF-2","Single-Family Standard","{}",17796,"{""17796"": []}"
9830,357,"EHDUC","Extended Hialeah Downtown Urban Center District","{}",17795,"{""17795"": []}"
9831,361,"R-1","Single Family Dwelling District","{}",17797,"{""17797"": []}"
9832,362,"SF-4","Single-Family Residential-4","{}",17799,"{""17799"": []}"
9833,363,"CIV-REC","Civic-Recreation","{}",17800,"{""17800"": []}"
9834,358,"CZ","Conditional Zoning","{}",17794,"{""17794"": []}"
9835,359,"SF-7","Single-Family Residential District","{}",17798,"{""17798"": []}"
9836,360,"TF","Two-Family","{}",17796,"{""17796"": []}"
9837,357,"HPD","Hialeah Park District","{}",17795,"{""17795"": []}"
9838,361,"R-2","Two-Family Residential","{}",17797,"{""17797"": []}"
9839,362,"SF-5","Single-Family Residential-5","{}",17799,"{""17799"": []}"
9840,363,"NR-1","Neighborhood Redevelopment District","{}",17800,"{""17800"": []}"
9841,358,"GWA","General Watershed Area District","{}",17794,"{""17794"": []}"
9842,359,"2F-9","Two-Family Residential District","{}",17798,"{""17798"": []}"
9843,360,"MF-1","Multi-Family 15","{}",17796,"{""17796"": []}"
9844,357,"BDH","Business Development District","{}",17795,"{""17795"": []}"
9845,361,"R-3","Manufactured Home Dwelling District","{}",17797,"{""17797"": []}"
9846,362,"MF-1","Multifamily Residential-1","{}",17799,"{""17799"": []}"
9847,363,"SF","Single-Family Residential","{}",17800,"{""17800"": []}"
9848,359,"TH-1","Town House Residential District 1","{}",17798,"{""17798"": []}"
9849,358,"FH","Flood Hazard District","{}",17794,"{""17794"": []}"
9850,360,"MF-2","Multi-Family 25","{}",17796,"{""17796"": []}"
9851,357,"RH-1","One Family District","{}",17795,"{""17795"": []}"
9852,361,"C-1","Neighborhood Commercial District","{}",17797,"{""17797"": []}"
9853,362,"MF-2","Multifamily Residential-2","{}",17799,"{""17799"": []}"
9854,363,"CF","Community Facilities","{}",17800,"{""17800"": []}"
9855,359,"TH-2","Town House Residential District 2","{}",17798,"{""17798"": []}"
9856,358,"HD","Historic District","{}",17794,"{""17794"": []}"
9857,360,"MH-1","Manufactured Home","{}",17796,"{""17796"": []}"
9858,357,"RH-3-M","Multiple Family District","{}",17795,"{""17795"": []}"
9859,361,"C-2","General Commercial District","{}",17797,"{""17797"": []}"
9860,362,"MF-3","Multifamily Residential-3","{}",17799,"{""17799"": []}"
9861,363,"E-1","Estates One-Family Residential","{}",17800,"{""17800"": []}"
9862,359,"MF-1","Multi-Family Residential 1","{}",17798,"{""17798"": []}"
9863,360,"MH-2","Manufactured Home Park","{}",17796,"{""17796"": []}"
9864,358,"SR","Scenic Corridor District","{}",17794,"{""17794"": []}"
9865,357,"RH-3-MM","Multiple Family District","{}",17795,"{""17795"": []}"
9866,361,"LI","Light Industrial","{}",17797,"{""17797"": []}"
9867,362,"MF-4","Multifamily Residential-4","{}",17799,"{""17799"": []}"
9868,363,"R-1Z","Single-Family Residential Zero-Lot-Line","{}",17800,"{""17800"": []}"
9869,359,"MF-2","Multi-Family Residential 2","{}",17798,"{""17798"": []}"
9870,360,"OS","Open Space","{}",17796,"{""17796"": []}"
9871,358,"AR","Airport District","{}",17794,"{""17794"": []}"
9872,361,"P","Public District","{}",17797,"{""17797"": []}"
9873,362,"NC","Neighborhood Commercial District","{}",17799,"{""17799"": []}"
9874,363,"R-1P","Single-Family Residential Patio Detached","{}",17800,"{""17800"": []}"
9875,359,"O","Office District","{}",17798,"{""17798"": []}"
9876,360,"I-1","Light Industrial District","{}",17796,"{""17796"": []}"
9877,358,"AO","Airport Overlay","{}",17794,"{""17794"": []}"
9878,361,"AO","Areas of Special Flood Hazard","{}",17797,"{""17797"": []}"
9879,362,"IC","Industrial Commercial","{}",17799,"{""17799"": []}"
9880,363,"R-TH","Townhouse","{}",17800,"{""17800"": []}"
9881,359,"HC","Highway Commercial","{}",17798,"{""17798"": []}"
9882,360,"I-2","Industrial Planned District","{}",17796,"{""17796"": []}"
9883,358,"A","Single-Family Residential District","{}",17794,"{""17794"": []}"
9884,361,"AH","Shallow Flooding Zone","{}",17797,"{""17797"": []}"
9885,362,"I-R","Industrial Restrictive","{}",17799,"{""17799"": []}"
9886,363,"R-M1","Multi-Family Residential","{}",17800,"{""17800"": []}"
9887,359,"C","Commercial","{}",17798,"{""17798"": []}"
9888,358,"AA","Single-Family District","{}",17794,"{""17794"": []}"
9889,360,"GO","General Office","{}",17796,"{""17796"": []}"
9890,361,"A","Agricultural","{}",17797,"{""17797"": []}"
9891,362,"TND","Traditional Neighborhood Development","{}",17799,"{""17799"": []}"
9892,363,"R-M2","Multi-Family Residential","{}",17800,"{""17800"": []}"
9893,358,"AAA","Townhouse District","{}",17794,"{""17794"": []}"
9894,359,"TC","Town Center District","{}",17798,"{""17798"": []}"
9895,360,"C-1","Restricted Retail Commercial District","{}",17796,"{""17796"": []}"
9896,361,"SF-E","Single-Family - Estate","{}",17797,"{""17797"": []}"
9897,362,"R-15","Multiple-Family Dwelling Residential District","{}",17799,"{""17799"": []}"
9898,363,"IN-1","Light Industrial","{}",17800,"{""17800"": []}"
9899,360,"C-2","Liberal Retail Commercial District","{}",17796,"{""17796"": []}"
9900,359,"LI","Light Industrial District","{}",17798,"{""17798"": []}"
9901,358,"B","Business District","{}",17794,"{""17794"": []}"
9902,361,"SF-SE","Single-Family - Small Estate","{}",17797,"{""17797"": []}"
